"","Domain","Phylum","Class","Order","Family","Genus","Species","Watermass"
"46_bin.2","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus","Genus_Roseibacillus","SAW"
"33_bin.4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"39_bin.5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"40_bin.42","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"42_bin.65","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"67_bin.15","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","STW"
"74_bin.10","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","SW10 sp002729295","SAW"
"11_bin.6","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"2_bin.51","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"29_bin.18","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"38_bin.68","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","Front"
"39_bin.6","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"40_bin.13","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"41_bin.21","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"42_bin.55","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"50_bin.24","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"54_bin.38","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"67_bin.36","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","STW"
"68_bin.10","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"71_bin.2","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"74_bin.3","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"77_bin.11","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"8_bin.29","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"82_bin.14","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","Genus_SW10","SAW"
"35_bin.10","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","SW10 sp000383735","Neritic"
"36_bin.11","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","SW10 sp000383735","Neritic"
"37_bin.24","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","SW10 sp000383735","STW"
"7_bin.21","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","SW10 sp002323895","STW"
"36_bin.46","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","SW10 sp002420315","Neritic"
"20_bin.20","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"23_bin.35","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"3_bin.25","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"34_bin.33","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"43_bin.10","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"47_bin.13","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"51_bin.32","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"61_bin.40","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"64_bin.6","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"69_bin.12","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"72_bin.13","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"80_bin.42","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"83_bin.39","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"9_bin.37","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Deep"
"15_bin.20","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","Front"
"16_bin.24","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","SAW"
"17_bin.14","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","SAW"
"18_bin.1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","SAW"
"19_bin.20","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","SAW"
"60_bin.37","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","SAW"
"79_bin.12","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","Genus_UBA1096","SAW"
"1_bin.9","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","UBA1096 sp002299785","STW"
"76_bin.19","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","UBA1096 sp002299785","STW"
"78_bin.20","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1096","UBA1096","UBA1096 sp002299785","STW"
"60_bin.31","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","UBA1100","Genus_UBA1100","SAW"
"79_bin.49","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","UBA1100","Genus_UBA1100","SAW"
"51_bin.47","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","UBA1100","Genus_UBA1100","Deep"
"39_bin.13","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","UBA5691","Genus_UBA5691","SAW"
"40_bin.15","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","UBA5691","Genus_UBA5691","SAW"
"41_bin.74","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","UBA5691","Genus_UBA5691","SAW"
"42_bin.47","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","UBA5691","Genus_UBA5691","SAW"
"60_bin.62","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","UBA5691","Genus_UBA5691","SAW"
"20_bin.27","Bacteria","Verrucomicrobiota","Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Deep"
"43_bin.45","Bacteria","Verrucomicrobiota","Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Deep"
"47_bin.9","Bacteria","Verrucomicrobiota","Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Deep"
"61_bin.43","Bacteria","Verrucomicrobiota","Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Deep"
"69_bin.13","Bacteria","Verrucomicrobiota","Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Deep"
"80_bin.36","Bacteria","Verrucomicrobiota","Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Deep"
"83_bin.32","Bacteria","Verrucomicrobiota","Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Class_Lentisphaeria","Deep"
"23_bin.15","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","Family_UBA1100","Family_UBA1100","Deep"
"34_bin.16","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","Family_UBA1100","Family_UBA1100","Deep"
"43_bin.36","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","Family_UBA1100","Family_UBA1100","Deep"
"51_bin.19","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","Family_UBA1100","Family_UBA1100","Deep"
"9_bin.24","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","Family_UBA1100","Family_UBA1100","Deep"
